date	Treat_veg	Treat_OTC	Flunctional_group	Species	Plot	Position	vh 	vw 	nlc	nb	lll 	Dia 						
2022-03-22	withveg	noOTC	Succulent	Euphorbia_pulvinata	4.4	6	10	196	NA	NA	10	NA						
2021-11-17	withveg	noOTC	Succulent	Euphorbia_clavarioides	4.4	11	NA	NA	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Succulent	Euphorbia_clavarioides	4.4	11	6	228	NA	NA	6	NA						
2022-03-22	withveg	noOTC	Succulent	Euphorbia_clavarioides	4.4	11	5	60	NA	NA	5	NA						
2021-11-17	withveg	noOTC	Shrub	Rosa_rubigosa	4.4	2	16	NA	8	2	5	2.77						
2022-01-23	withveg	noOTC	Shrub	Rosa_rubigosa	4.4	2	16	2	0	2	NA	2.12						
2022-03-22	withveg	noOTC	Shrub	Rosa_rubigosa	4.4	2	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Shrub	Pyracantha	4.4	5	4	9	1	0	1	1.06						
2022-01-23	withveg	noOTC	Shrub	Pyracantha	4.4	5	5	9	4	NA	1	0.46						
2022-03-22	withveg	noOTC	Shrub	Pyracantha	4.4	5	3	4	3	0	0.5	0.6						
2021-11-17	withveg	noOTC	Shrub	Buddleja_loricata	4.4	12	10	96	11	4	8	1.78						
2022-01-23	withveg	noOTC	Shrub	Buddleja_loricata	4.4	12	18	80	4	3	8	2.01						
2022-03-22	withveg	noOTC	Shrub	Buddleja_loricata	4.4	12	10	143	4	2	8	2.45						
2021-11-17	withveg	noOTC	Geophyte	Scilla	4.4	4	7	90	7	NA	7	NA						
2022-01-23	withveg	noOTC	Geophyte	Scilla	4.4	4	14	64	4	NA	14	NA						
2022-03-22	withveg	noOTC	Geophyte	Scilla	4.4	4	10	25	NA	NA	10	NA						
2021-11-17	withveg	noOTC	Geophyte	Dierama	4.4	7	40	12	3	NA	40	NA						
2022-01-23	withveg	noOTC	Geophyte	Dierama	4.4	7	NA	NA	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Geophyte	Dierama	4.4	7	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Geophyte	Crinum_bulbispermum	4.4	10	23	100	5	NA	23	NA						
2022-01-23	withveg	noOTC	Geophyte	Crinum_bulbispermum	4.4	10	36	468	6	NA	36	NA						
2022-03-22	withveg	noOTC	Geophyte	Crinum_bulbispermum	4.4	10	15	81	8	NA	15	NA						
2021-11-17	withveg	noOTC	Grass	Eragrostis_capensis	4.4	3	65	120	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Grass	Eragrostis_capensis	4.4	3	13	49	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Grass	Eragrostis_capensis	4.4	3	60	100	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Grass	Aristidia_juciformis	4.4	8	35	600	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Grass	Aristidia_juciformis	4.4	8	53	64	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Grass	Aristidia_juciformis	4.4	8	22	169	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Grass	Melinis_nerviglumis_	4.4	9	16	100	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Grass	Melinis_nerviglumis_	4.4	9	19	72	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Grass	Melinis_nerviglumis_	4.4	9	14	49	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Succulent	Aloe_maculata	4.6	1	10	100	NA	NA	10	NA						
2022-01-23	withveg	noOTC	Succulent	Aloe_maculata	4.6	1	8	234	10	NA	8	NA						
2022-03-22	withveg	noOTC	Succulent	Aloe_maculata	4.6	1	11	225	20	NA	11	NA						
2021-11-17	withveg	noOTC	Succulent	Euphorbia_clavarioides	4.6	6	NA	NA	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Succulent	Euphorbia_clavarioides	4.6	6	3	195	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Succulent	Euphorbia_clavarioides	4.6	6	6	169	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Succulent	Cotyledon_orbiculata	4.6	11	6	30	6	NA	6	NA						
2022-01-23	withveg	noOTC	Succulent	Cotyledon_orbiculata	4.6	11	11	48	7	NA	9	NA						
2022-03-22	withveg	noOTC	Succulent	Cotyledon_orbiculata	4.6	11	10	42	7	NA	8	NA						
2021-11-17	withveg	noOTC	Shrub	Rosa_rubigosa	4.6	2	8	49	5	3	1	2						
2022-01-23	withveg	noOTC	Shrub	Rosa_rubigosa	4.6	2	13	28	3	4	1	1.83						
2022-03-22	withveg	noOTC	Shrub	Rosa_rubigosa	4.6	2	6	4	0	0	0	3.2						
2021-11-17	withveg	noOTC	Shrub	Leucosidea	4.6	5	NA	NA	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Shrub	Leucosidea	4.6	5	26	170	9	13	2.5	16.3						
2022-03-22	withveg	noOTC	Shrub	Leucosidea	4.6	5	4	4	0	0	0	14.57						
2021-11-17	withveg	noOTC	Shrub	Buddleja_salvifolia	4.6	12	22	256	16	3	12	3.45						
2022-01-23	withveg	noOTC	Shrub	Buddleja_salvifolia	4.6	12	26	135	3	3	8	3.53						
2022-03-22	withveg	noOTC	Shrub	Buddleja_salvifolia	4.6	12	22	104	3	1	9	3.65						
2021-11-17	withveg	noOTC	Geophyte	Scilla	4.6	4	6	18	3	NA	11	NA						
2022-01-23	withveg	noOTC	Geophyte	Scilla	4.6	4	10	162	3	NA	13	NA						
2022-03-22	withveg	noOTC	Geophyte	Scilla	4.6	4	7	522	4	NA	19	NA						
2021-11-17	withveg	noOTC	Geophyte	_Xerophyta_viscosa	4.6	7	8	64	NA	NA	8	NA						
2022-01-23	withveg	noOTC	Geophyte	_Xerophyta_viscosa	4.6	7	15	72	NA	NA	15	NA						
2022-03-22	withveg	noOTC	Geophyte	_Xerophyta_viscosa	4.6	7	7	40	NA	NA	7	NA						
2021-11-17	withveg	noOTC	Geophyte	Watsonia_socialis	4.6	10	50	5	3	NA	50	NA						
2022-01-23	withveg	noOTC	Geophyte	Watsonia_socialis	4.6	10	52	2	3	NA	52	NA						
2022-03-22	withveg	noOTC	Geophyte	Watsonia_socialis	4.6	10	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Grass	Eragrostis_capensis	4.6	3	20	500	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Grass	Eragrostis_capensis	4.6	3	5	81	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Grass	Eragrostis_capensis	4.6	3	63	529	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Grass	Aristidia_juciformis	4.6	8	30	16	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Grass	Aristidia_juciformis	4.6	8	40	56	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Grass	Aristidia_juciformis	4.6	8	21	36	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Grass	Melinis_nerviglumis_	4.6	9	10	100	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Grass	Melinis_nerviglumis_	4.6	9	NA	NA	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Grass	Melinis_nerviglumis_	4.6	9	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Succulent	Aloe_maculata	5.1	1	6	64	8	NA	6	NA						
2022-01-23	withveg	withOTC	Succulent	Aloe_maculata	5.1	1	8	90	7	NA	8	NA						
2022-03-22	withveg	withOTC	Succulent	Aloe_maculata	5.1	1	6	144	7	NA	7	NA						
2021-11-17	withveg	withOTC	Succulent	Euphorbia_clavarioides	5.1	6	NA	NA	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Succulent	Euphorbia_clavarioides	5.1	6	5	120	NA	NA	5	NA						
2022-03-22	withveg	withOTC	Succulent	Euphorbia_clavarioides	5.1	6	6	4	NA	NA	6	NA						
2021-11-17	withveg	withOTC	Succulent	Cotyledon_orbiculata	5.1	11	6	25	6	NA	6	NA						
2022-01-23	withveg	withOTC	Succulent	Cotyledon_orbiculata	5.1	11	15	48	4	NA	15	NA						
2022-03-22	withveg	withOTC	Succulent	Cotyledon_orbiculata	5.1	11	4	12	4	NA	4	NA						
2021-11-17	withveg	withOTC	Shrub	Leucosidea	5.1	2	NA	NA	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Shrub	Leucosidea	5.1	2	46	182	15	4	3.5	5.02						
2022-03-22	withveg	withOTC	Shrub	Leucosidea	5.1	2	36	168	30	3	2.5	4.7						
2021-11-17	withveg	withOTC	Shrub	Cotoneaster	5.1	5	8	50	5	3	1	1.39						
2022-01-23	withveg	withOTC	Shrub	Cotoneaster	5.1	5	8	50	6	4	1	0.52						
2022-03-22	withveg	withOTC	Shrub	Cotoneaster	5.1	5	6	4	4	2	1	1.34						
2021-11-17	withveg	withOTC	Shrub	Buddleja_salvifolia	5.1	12	27	NA	NA	NA	17	3.91						
2022-01-23	withveg	withOTC	Shrub	Buddleja_salvifolia	5.1	12	30	377	7	2	12	5.14						
2022-03-22	withveg	withOTC	Shrub	Buddleja_salvifolia	5.1	12	30	350	2	1	7	4.82						
2021-11-17	withveg	withOTC	Geophyte	Scilla	5.1	4	9	12	4	NA	9	NA						
2022-01-23	withveg	withOTC	Geophyte	Scilla	5.1	4	12	30	5	NA	7	NA						
2022-03-22	withveg	withOTC	Geophyte	Scilla	5.1	4	9	77	8	NA	9	NA						
2021-11-17	withveg	withOTC	Geophyte	Xerophyta_viscosa	5.1	7	7	36	NA	NA	7	NA						
2022-01-23	withveg	withOTC	Geophyte	Xerophyta_viscosa	5.1	7	22	50	NA	NA	22	NA						
2022-03-22	withveg	withOTC	Geophyte	Xerophyta_viscosa	5.1	7	15	121	NA	NA	15	NA						
2021-11-17	withveg	withOTC	Geophyte	Watsonia_socialis	5.1	10	40	3	3	NA	40	NA						
2022-01-23	withveg	withOTC	Geophyte	Watsonia_socialis	5.1	10	40	2	3	NA	40	NA						
2022-03-22	withveg	withOTC	Geophyte	Watsonia_socialis	5.1	10	23	3	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Grass	Eragrostis_capensis	5.1	3	45	100	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Eragrostis_capensis	5.1	3	61	391	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Eragrostis_capensis	5.1	3	10	100	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Grass	Aristidia_juciformis	5.1	8	30	25	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Aristidia_juciformis	5.1	8	41	30	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Aristidia_juciformis	5.1	8	26	144	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Grass	Melinis_nerviglumis_	5.1	9	13	100	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Melinis_nerviglumis_	5.1	9	22	150	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Melinis_nerviglumis_	5.1	9	10	49	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Succulent	Aloe_maculata	5.2	1	9	100	6	NA	9	NA						
2022-01-23	withveg	noOTC	Succulent	Aloe_maculata	5.2	1	4	165	7	NA	9	NA						
2022-03-22	withveg	noOTC	Succulent	Aloe_maculata	5.2	1	4	99	5	NA	6	NA						
2021-11-17	withveg	noOTC	Succulent	Cotyledon_orbiculata	5.2	11	6	25	13	NA	NA	NA						
2022-01-23	withveg	noOTC	Succulent	Cotyledon_orbiculata	5.2	11	6	30	9	NA	6	NA						
2022-03-22	withveg	noOTC	Succulent	Cotyledon_orbiculata	5.2	11	2	4	3	NA	2	NA						
2022-01-23	withveg	noOTC	Succulent	Euphorbia_pulvinata	5.2	6	4	90	NA	NA	4	NA						
2022-03-22	withveg	noOTC	Succulent	Euphorbia_pulvinata	5.2	6	3	169	NA	NA	3	NA						
2021-11-17	withveg	noOTC	Succulent	Euphorbia_pulvinata	5.2	6	7	70	NA	NA	7	NA						
2021-11-17	withveg	noOTC	Shrub	Cotoneaster	5.2	2	6	8	2	2	2	1						
2022-01-23	withveg	noOTC	Shrub	Cotoneaster	5.2	2	6	4	1	2	1	0.52						
2022-03-22	withveg	noOTC	Shrub	Cotoneaster	5.2	2	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Shrub	Buddleja_salvifolia	5.2	5	14	24	11	0	1	2.6						
2022-01-23	withveg	noOTC	Shrub	Buddleja_salvifolia	5.2	5	NA	NA	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Shrub	Buddleja_salvifolia	5.2	5	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Shrub	Leucosidea	5.2	12	30	450	25	4	2	4.58						
2022-01-23	withveg	noOTC	Shrub	Leucosidea	5.2	12	49	189	9	8	3	6.29						
2022-03-22	withveg	noOTC	Shrub	Leucosidea	5.2	12	33	360	25	2	1	6.45						
2021-11-17	withveg	noOTC	Geophyte	Scilla	5.2	4	10	9	3	NA	19	NA						
2022-01-23	withveg	noOTC	Geophyte	Scilla	5.2	4	12	24	5	NA	3.5	NA						
2022-03-22	withveg	noOTC	Geophyte	Scilla	5.2	4	5	308	5	NA	15	NA						
2021-11-17	withveg	noOTC	Geophyte	Crinum_bulbispermum	5.2	7	20	200	5	NA	50	NA						
2022-01-23	withveg	noOTC	Geophyte	Crinum_bulbispermum	5.2	7	43	70	3	NA	43	NA						
2022-03-22	withveg	noOTC	Geophyte	Crinum_bulbispermum	5.2	7	18	88	NA	NA	18	NA						
2021-11-17	withveg	noOTC	Geophyte	Dierama	5.2	10	60	3	5	NA	NA	NA						
2022-01-23	withveg	noOTC	Geophyte	Dierama	5.2	10	60	240	5	NA	60	NA						
2022-03-22	withveg	noOTC	Geophyte	Dierama	5.2	10	50	6	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Grass	Eragrostis_capensis	5.2	3	60	324	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Grass	Eragrostis_capensis	5.2	3	15	342	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Grass	Eragrostis_capensis	5.2	3	32	600	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Grass	Aristidia_juciformis	5.2	8	27	70	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Grass	Aristidia_juciformis	5.2	8	41	20	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Grass	Aristidia_juciformis	5.2	8	17	49	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Grass	Melinis_nerviglumis_	5.2	9	10	100	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Grass	Melinis_nerviglumis_	5.2	9	12	20	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Grass	Melinis_nerviglumis_	5.2	9	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Succulent	Aloe_maculata	5.3	1	13	225	8	NA	13	NA						
2022-01-23	noveg	noOTC	Succulent	Aloe_maculata	5.3	1	7	288	11	NA	10.5	NA						
2022-03-22	noveg	noOTC	Succulent	Aloe_maculata	5.3	1	7	324	10	NA	6	NA						
2021-11-17	noveg	noOTC	succulent	Cotyledon_orbiculata	5.3	11	9	49	12	NA	NA	NA						
2022-01-23	noveg	noOTC	succulent	Cotyledon_orbiculata	5.3	11	7	40	12	NA	4.5	NA						
2022-03-22	noveg	noOTC	succulent	Cotyledon_orbiculata	5.3	11	6	20	10	NA	5	NA						
2021-11-17	noveg	noOTC	succulent	Euphorbia_pulvinata	5.3	6	10	225	NA	NA	6	NA						
2022-01-23	noveg	noOTC	succulent	Euphorbia_pulvinata	5.3	6	10	198	NA	NA	6	NA						
2022-03-22	noveg	noOTC	succulent	Euphorbia_pulvinata	5.3	6	11	289	NA	NA	6	NA						
2021-11-17	noveg	noOTC	Shrub	Rosa_rubigosa	5.3	2	9	25	4	0	1	3.42						
2022-01-23	noveg	noOTC	Shrub	Rosa_rubigosa	5.3	2	7	16	5	0	1	2.31						
2022-03-22	noveg	noOTC	Shrub	Rosa_rubigosa	5.3	2	6	1	0	0	0	3.05						
2021-11-17	noveg	noOTC	Shrub	Buddleja_salvifolia	5.3	5	9	12	2	0	1	6.63						
2022-01-23	noveg	noOTC	Shrub	Buddleja_salvifolia	5.3	5	25	1	1	0	1	6.76						
2022-03-22	noveg	noOTC	Shrub	Buddleja_salvifolia	5.3	5	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Shrub	Leucosidea	5.3	12	NA	NA	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Shrub	Leucosidea	5.3	12	30	24	5	2	1	11.05						
2022-03-22	noveg	noOTC	Shrub	Leucosidea	5.3	12	30	24	2	2	1	3.74						
2021-11-17	noveg	noOTC	Geophyte	Scilla	5.3	4	5	9	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Geophyte	Scilla	5.3	4	10	36	NA	5	5	NA						
2022-03-22	noveg	noOTC	Geophyte	Scilla	5.3	4	22.5	6	NA	NA	10	NA						
2021-11-17	noveg	noOTC	Geophyte	Kniphofia_lineariifolia	5.3	7	16	64	8	NA	30	NA						
2022-01-23	noveg	noOTC	Geophyte	Kniphofia_lineariifolia	5.3	7	10	90	10	NA	10	NA						
2022-03-22	noveg	noOTC	Geophyte	Kniphofia_lineariifolia	5.3	7	21	300	NA	NA	21	NA						
2021-11-17	noveg	noOTC	Geophyte	Crinum_bulbispermum	5.3	10	22	225	5	NA	22	NA						
2022-01-23	noveg	noOTC	Geophyte	Crinum_bulbispermum	5.3	10	20	57	5	NA	20	NA						
2022-03-22	noveg	noOTC	Geophyte	Crinum_bulbispermum	5.3	10	30	123	NA	NA	30	NA						
2021-11-17	noveg	noOTC	Grass	Eragrostis_capensis	5.3	3	50	400	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Eragrostis_capensis	5.3	3	27	1040	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Eragrostis_capensis	5.3	3	21	702	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Grass	Aristidia_juciformis	5.3	8	30	100	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Aristidia_juciformis	5.3	8	38	105	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Aristidia_juciformis	5.3	8	30	289	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Grass	Melinis_nerviglumis_	5.3	9	15	81	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Melinis_nerviglumis_	5.3	9	13	100	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Melinis_nerviglumis_	5.3	9	10	36	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Succulent	Aloe_maculata	5.4	1	7	64	NA	NA	7	NA						
2022-01-23	noveg	withOTC	Succulent	Aloe_maculata	5.4	1	8	132	7	NA	5	NA						
2022-03-22	noveg	withOTC	Succulent	Aloe_maculata	5.4	1	8	169	9	NA	6	NA						
2021-11-17	noveg	withOTC	Succulent	Cotyledon_orbiculata	5.4	6	10	25	NA	NA	10	NA						
2022-01-23	noveg	withOTC	Succulent	Cotyledon_orbiculata	5.4	6	6.5	25	3	NA	5	NA						
2022-03-22	noveg	withOTC	Succulent	Cotyledon_orbiculata	5.4	6	8	70	9	NA	7	NA						
2021-11-17	noveg	withOTC	Succulent	Euphorbia_clavarioides	5.4	11	NA	NA	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Succulent	Euphorbia_clavarioides	5.4	11	6	156	NA	NA	6	NA						
2022-03-22	noveg	withOTC	Succulent	Euphorbia_clavarioides	5.4	11	7	168	NA	NA	7	NA						
2021-11-17	noveg	withOTC	Shrub	Cotoneaster	5.4	2	13	0.9	1	2	1	3.41						
2022-01-23	noveg	withOTC	Shrub	Cotoneaster	5.4	2	NA	NA	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Shrub	Cotoneaster	5.4	2	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Shrub	Cotoneaster	5.4	5	9	36	2	NA	0.5	3.73						
2022-01-23	noveg	withOTC	Shrub	Cotoneaster	5.4	5	8	30	2	NA	0.5	3.73						
2022-03-22	noveg	withOTC	Shrub	Cotoneaster	5.4	5	7	9	0	0	0	2.51						
2021-11-17	noveg	withOTC	Shrub	Leucosidea	5.4	12	16	64	3	3	2	4.6						
2022-01-23	noveg	withOTC	Shrub	Leucosidea	5.4	12	20	364	5	4	1.5	25.48						
2022-03-22	noveg	withOTC	Shrub	Leucosidea	5.4	12	14	168	3	NA	2	6.31						
2021-11-17	noveg	withOTC	Geophyte	Watsonia_socialis	5.4	7	25	2	NA	NA	25	NA						
2022-01-23	noveg	withOTC	Geophyte	Watsonia_socialis	5.4	7	NA	NA	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Geophyte	Watsonia_socialis	5.4	7	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Geophyte	Xerophyta_viscosa	5.4	10	10	25	NA	NA	10	NA						
2022-01-23	noveg	withOTC	Geophyte	Xerophyta_viscosa	5.4	10	8	1.4	NA	NA	8	NA						
2022-03-22	noveg	withOTC	Geophyte	Xerophyta_viscosa	5.4	10	12	100	NA	NA	12	NA						
2021-11-17	noveg	withOTC	Geophyte	Scilla	5.4	4	NA	NA	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Geophyte	Scilla	5.4	4	10	170	4	NA	10	NA						
2022-03-22	noveg	withOTC	Geophyte	Scilla	5.4	4	5	400	4	NA	5	NA						
2021-11-17	noveg	withOTC	Grass	Aristidia_juciformis	5.4	8	22	225	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Aristidia_juciformis	5.4	8	28	170	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Aristidia_juciformis	5.4	8	28	441	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Grass	Melinis_nerviglumis_	5.4	9	21	336	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Melinis_nerviglumis_	5.4	9	22	252	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Melinis_nerviglumis_	5.4	9	18	196	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Grass	Eragrostis_capensis	5.4	3	27	324	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Eragrostis_capensis	5.4	3	30	336	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Eragrostis_capensis	5.4	3	30	11.56	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Succulent	Aloe_maculata	6.1	1	13	196	12	NA	13	NA						
2022-01-23	withveg	withOTC	Succulent	Aloe_maculata	6.1	1	8	812	13	NA	14	NA						
2022-03-22	withveg	withOTC	Succulent	Aloe_maculata	6.1	1	17	529	13	NA	13	NA						
2021-11-17	withveg	withOTC	Succulent	Cotyledon_orbiculata	6.1	11	11	49	15	NA	11	NA						
2022-01-23	withveg	withOTC	Succulent	Cotyledon_orbiculata	6.1	11	10	63	19	NA	7	NA						
2022-03-22	withveg	withOTC	Succulent	Cotyledon_orbiculata	6.1	11	12	81	13	NA	7	NA						
2021-11-17	withveg	withOTC	Succulent	Euphorbia_clavarioides	6.1	6	5	100	NA	NA	5	NA						
2022-01-23	withveg	withOTC	Succulent	Euphorbia_clavarioides	6.1	6	2	120	NA	NA	2	NA						
2022-03-22	withveg	withOTC	Succulent	Euphorbia_clavarioides	6.1	6	2	144	NA	NA	2	NA						
2021-11-17	withveg	withOTC	Shrub	Cotoneaster	6.1	2	NA	NA	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Shrub	Cotoneaster	6.1	2	15	1.58	0	0	0	1.5						
2022-03-22	withveg	withOTC	Shrub	Cotoneaster	6.1	2	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Shrub	Leucosidea	6.1	5	20	196	NA	NA	NA	5.9						
2022-01-23	withveg	withOTC	Shrub	Leucosidea	6.1	5	23	315	25	4	3.5	3.98						
2022-03-22	withveg	withOTC	Shrub	Leucosidea	6.1	5	23	345	15	3	2	3.27						
2021-11-17	withveg	withOTC	Shrub	Buddleja_salviifolia	6.1	12	28	170	NA	2	9	4.1						
2022-01-23	withveg	withOTC	Shrub	Buddleja_salviifolia	6.1	12	28	133	2	2	11	2.58						
2022-03-22	withveg	withOTC	Shrub	Buddleja_salviifolia	6.1	12	26	190	3	2	11	3.19						
2021-11-17	withveg	withOTC	Geophyte	Scilla	6.1	4	8	16	4	NA	8	NA						
2022-01-23	withveg	withOTC	Geophyte	Scilla	6.1	4	13	304	7	NA	10	NA						
2022-03-22	withveg	withOTC	Geophyte	Scilla	6.1	4	7.5	324	13	NA	7	NA						
2021-11-17	withveg	withOTC	Geophyte	Xerophyta_viscosa	6.1	7	9	36	NA	NA	9	NA						
2022-01-23	withveg	withOTC	Geophyte	Xerophyta_viscosa	6.1	7	10	90	NA	NA	10	NA						
2022-03-22	withveg	withOTC	Geophyte	Xerophyta_viscosa	6.1	7	16	100	NA	NA	16	NA						
2021-11-17	withveg	withOTC	Geophyte	Watsonia_socialis	6.1	10	22	6	2	NA	22	NA						
2022-01-23	withveg	withOTC	Geophyte	Watsonia_socialis	6.1	10	30	40	NA	NA	30	NA						
2022-03-22	withveg	withOTC	Geophyte	Watsonia_socialis	6.1	10	20	2	NA	NA	20	NA						
2021-11-17	withveg	withOTC	Grass	Eragrostis_capensis	6.1	3	20	289	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Eragrostis_capensis	6.1	3	31	64	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Eragrostis_capensis	6.1	3	36	324	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Grass	Aristidia_juciformis	6.1	8	40	49	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Aristidia_juciformis	6.1	8	60	130	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Aristidia_juciformis	6.1	8	40	64	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Grass	Melinis_nerviglumis_	6.1	9	10	36	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Melinis_nerviglumis_	6.1	9	NA	NA	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Melinis_nerviglumis_	6.1	9	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Succulent	Aloe_maculata	6.2	1	9	144	10	NA	9	NA						
2022-01-23	noveg	withOTC	Succulent	Aloe_maculata	6.2	1	7	224	12	NA	9	NA						
2022-03-22	noveg	withOTC	Succulent	Aloe_maculata	6.2	1	9	238	11	NA	9	NA						
2021-11-17	noveg	withOTC	Succulent	Euphorbia_pulvinata	6.2	6	6	210	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Succulent	Euphorbia_pulvinata	6.2	6	4.5	288	NA	NA	5	NA						
2022-03-22	noveg	withOTC	Succulent	Euphorbia_pulvinata	6.2	6	7	304	6	NA	8	NA						
2021-11-17	noveg	withOTC	Succulent	Cotyledon_orbiculata	6.2	11	10	81	20	NA	8	NA						
2022-01-23	noveg	withOTC	Succulent	Cotyledon_orbiculata	6.2	11	9.5	132	13	NA	7	NA						
2022-03-22	noveg	withOTC	Succulent	Cotyledon_orbiculata	6.2	11	10	72	26	NA	10	NA						
2021-11-17	noveg	withOTC	Shrub	Cotoneaster	6.2	2	11	49	10	2	NA	3.5						
2022-01-23	noveg	withOTC	Shrub	Cotoneaster	6.2	2	8	12	5	2	1	1.5						
2022-03-22	noveg	withOTC	Shrub	Cotoneaster	6.2	2	6	32	4	2	0.5	1.9						
2021-11-17	noveg	withOTC	Shrub	Leucosidea	6.2	5	25	266	25	4	2	4.1						
